iteration,collectionName,requestName,method,url,status,code,responseTime,responseSize,executed,failed,skipped,totalAssertions,executedCount,failedCount,skippedCount
1,Brevo,"Get the status of a reseller's child account creation, whether it is successfully created (exists) or not based on the childIdentifier supplied",GET,https://api.sendinblue.com/v3/reseller/children/veniam elit in/accountCreationStatus,Forbidden,403,234,83,"Status code is 403, This confirms that code is returned in the response, This confirms that message is returned in the response",,,3,3,0,0
1,Brevo,Get session token to access Sendinblue (SSO),GET,https://api.sendinblue.com/v3/reseller/children/veniam elit in/auth,Forbidden,403,233,83,"Status code is 403, This confirms that code is returned in the response, This confirms that message is returned in the response",,,3,3,0,0
1,Brevo,Get the list of all children accounts,GET,https://api.sendinblue.com/v3/reseller/children?limit=10&offset=0,Forbidden,403,224,83,"Status code is 403, This confirms that code is returned in the response, This confirms that message is returned in the response",,,3,3,0,0
1,Brevo,Return all the processes for your account,GET,https://api.sendinblue.com/v3/processes?limit=10&offset=0&sort=desc,OK,200,254,373,"Status code is 200, Response is returned in an array, Array to have id, Array to have status, Array to have name",,,5,5,0,0
1,Brevo,Return the information for an invalid process,GET,https://api.sendinblue.com/v3/processes/9000,Not Found,404,235,61,"Status code is 404, This confirms that code is returned in the response, This confirms that message is returned in the response",,,3,3,0,0
1,Brevo,Return the informations for a valid process,GET,https://api.sendinblue.com/v3/processes/1,OK,200,249,53,"Status code is 200, Array to have id, Array to have status, Array to have name",,,4,4,0,0
1,Brevo,Get the details of requested master account,GET,https://api.sendinblue.com/v3/corporate/masterAccount,Forbidden,403,211,81,"Status code is 403, This confirms that code is returned in the response, This confirms that message is returned in the response",,,3,3,0,0
1,Brevo,Get the list of all the sub-accounts of the master account.,GET,https://api.sendinblue.com/v3/corporate/subAccount?offset=-41398727&limit=-41398727,Forbidden,403,218,81,"Status code is 403, This confirms that code is returned in the response, This confirms that message is returned in the response",,,3,3,0,0
1,Brevo,Create a new sub-account under a master account.,POST,https://api.sendinblue.com/v3/corporate/subAccount,Forbidden,403,184,81,"Status code is 403, This confirms that code is returned in the response, This confirms that message is returned in the response",,,3,3,0,0
1,Brevo,Generate SSO token to access Sendinblue,POST,https://api.sendinblue.com/v3/corporate/subAccount/ssoToken,Forbidden,403,214,81,"Status code is 403, This confirms that code is returned in the response, This confirms that message is returned in the response",,,3,3,0,0
1,Brevo,Get sub-account details,GET,https://api.sendinblue.com/v3/corporate/subAccount/663000f069376468b27bc72f,Forbidden,403,209,81,"Status code is 403, This confirms that code is returned in the response, This confirms that message is returned in the response",,,3,3,0,0
1,Brevo,Delete a sub-account,DELETE,https://api.sendinblue.com/v3/corporate/subAccount/13396752,Forbidden,403,192,81,"Status code is 403, This confirms that code is returned in the response, This confirms that message is returned in the response",,,3,3,0,0
1,Brevo,Update sub-account plan,PUT,https://api.sendinblue.com/v3/corporate/subAccount/13396752/plan,Forbidden,403,196,81,"Status code is 403, This confirms that code is returned in the response, This confirms that message is returned in the response",,,3,3,0,0
1,Brevo,"Get your account information, plan and credits details",GET,https://api.sendinblue.com/v3/account,OK,200,347,1241,"Status code is 200, Array to have organization id, Array to have relay, Array to have marketingAutomation",,,4,4,0,0
1,Brevo,Create a new sender,POST,https://api.sendinblue.com/v3/senders,Created,201,987,44,"This confirms that task ID is returned in the response, Status code is 201, This confirms that spfError is returned in the response, This confirms that dkimError is returned in the response",,,4,4,0,0
1,Brevo,Get the list of all your senders,GET,https://api.sendinblue.com/v3/senders,OK,200,350,559,"Status code is 200, Response is returned in an array, Array to have id, Array to have name, Array to have email, Array to have active, Array to have ips",,,7,7,0,0
1,Brevo,Get all the dedicated IPs for your account,GET,https://api.sendinblue.com/v3/senders/ips,OK,200,284,10,"Status code is 200, Array to have ips",,,2,2,0,0
1,Brevo,Get all the dedicated IPs for a sender,GET,https://api.sendinblue.com/v3/senders/16/ips,OK,200,317,10,"Status code is 200, Array to have ips",,,2,2,0,0
1,Brevo,Update a sender,PUT,https://api.sendinblue.com/v3/senders/16,No Content,204,579,0,"Status code is 204, Response body is empty",,,2,2,0,0
1,Brevo,Delete a sender,DELETE,https://api.sendinblue.com/v3/senders/16,No Content,204,404,0,"Status code is 204, Response body is empty",,,2,2,0,0
1,Brevo,Delete an already deleted sender,DELETE,https://api.sendinblue.com/v3/senders/2,Not Found,404,338,66,"Status code is 404, This confirms that code is returned in the response, This confirms that message is returned in the response",,,3,3,0,0
